Event       N.clusters       Cluster #       Edepionization     E/cluster      x-pos       y-pos       z-pos
290            33               18               0.000927          0.000028        0.000       0.000       3.915
290            33               19               0.000927          0.000028        0.000       0.000       3.804
290            33               20               0.000927          0.000028        0.000       0.000       6.069
290            33               21               0.000927          0.000028        0.000       0.000       3.450
290            33               22               0.000927          0.000028        0.000       0.000       5.260
290            33               23               0.000927          0.000028        0.000       0.000       4.265
290            33               24               0.000927          0.000028        0.000       0.000       6.022
290            33               25               0.000927          0.000028        0.000       0.000       5.311
290            33               26               0.000927          0.000028        0.000       0.000       4.446
290            33               27               0.000927          0.000028        0.000       0.000       6.165
290            33               28               0.000927          0.000028        0.000       0.000       3.791
290            33               29               0.000927          0.000028        0.000       0.000       4.526
290            33               30               0.000927          0.000028        0.000       0.000       3.957
290            33               31               0.000927          0.000028        0.000       0.000       6.275
290            33               32               0.000927          0.000028        -10000.000       -10000.000       -10000.000
291            36               0               0.000958          0.000027        -0.000       0.000       5.400
291            36               1               0.000958          0.000027        -0.000       0.000       3.552
291            36               2               0.000958          0.000027        -0.000       0.000       5.889
291            36               3               0.000958          0.000027        -0.000       0.000       5.494
291            36               4               0.000958          0.000027        -0.000       0.000       4.198
291            36               5               0.000958          0.000027        -0.000       0.000       3.733
291            36               6               0.000958          0.000027        -0.000       0.000       4.086
291            36               7               0.000958          0.000027        -0.000       0.000       3.885
291            36               8               0.000958          0.000027        -0.000       0.000       5.299
291            36               9               0.000958          0.000027        -0.000       0.000       4.878
291            36               10               0.000958          0.000027        -0.000       0.000       6.097
291            36               11               0.000958          0.000027        -0.000       0.000       5.157
291            36               12               0.000958          0.000027        -0.000       0.000       3.518
291            36               13               0.000958          0.000027        -0.000       0.000       4.983
291            36               14               0.000958          0.000027        -0.000       0.000       4.314
291            36               15               0.000958          0.000027        -0.000       0.000       4.725
291            36               16               0.000958          0.000027        -0.000       0.000       5.318
291            36               17               0.000958          0.000027        -0.000       0.000       3.739
291            36               18               0.000958          0.000027        -0.000       0.000       4.238
291            36               19               0.000958          0.000027        -0.000       0.000       6.295
291            36               20               0.000958          0.000027        -0.000       0.000       5.250
291            36               21               0.000958          0.000027        -0.000       0.000       4.227
291            36               22               0.000958          0.000027        -0.000       0.000       3.965
291            36               23               0.000958          0.000027        -0.000       0.000       4.837
291            36               24               0.000958          0.000027        -0.000       0.000       5.675
291            36               25               0.000958          0.000027        -0.000       0.000       5.073
291            36               26               0.000958          0.000027        -0.000       0.000       3.554
291            36               27               0.000958          0.000027        -0.000       0.000       5.034
291            36               28               0.000958          0.000027        -0.000       0.000       5.503
291            36               29               0.000958          0.000027        -0.000       0.000       3.939
291            36               30               0.000958          0.000027        -0.000       0.000       6.166
291            36               31               0.000958          0.000027        -0.000       0.000       4.473
291            36               32               0.000958          0.000027        -0.000       0.000       5.413
291            36               33               0.000958          0.000027        -0.000       0.000       5.092
291            36               34               0.000958          0.000027        -0.000       0.000       4.743
291            36               35               0.000958          0.000027        -0.000       0.000       4.752
292            37               0               0.001101          0.000030        -0.000       -0.000       3.429
292            37               1               0.001101          0.000030        0.000       0.000       5.907
292            37               2               0.001101          0.000030        0.000       0.000       5.045
292            37               3               0.001101          0.000030        0.000       0.000       5.510
292            37               4               0.001101          0.000030        -0.000       -0.000       3.689
292            37               5               0.001101          0.000030        0.000       0.000       5.078
292            37               6               0.001101          0.000030        0.000       0.000       5.113
292            37               7               0.001101          0.000030        0.000       0.000       4.181
292            37               8               0.001101          0.000030        0.000       0.000       5.082
292            37               9               0.001101          0.000030        0.000       0.000       4.685
292            37               10               0.001101          0.000030        0.000       0.000       5.947
292            37               11               0.001101          0.000030        0.000       0.000       5.911
292            37               12               0.001101          0.000030        0.000       0.000       5.646
292            37               13               0.001101          0.000030        -0.000       -0.000       3.513
292            37               14               0.001101          0.000030        0.000       0.000       4.982
292            37               15               0.001101          0.000030        0.000       0.000       4.201
292            37               16               0.001101          0.000030        0.000       0.000       5.937
292            37               17               0.001101          0.000030        0.000       0.000       5.274
292            37               18               0.001101          0.000030        0.000       0.000       5.776
292            37               19               0.001101          0.000030        0.000       0.000       4.566
292            37               20               0.001101          0.000030        0.000       0.000       4.828
292            37               21               0.001101          0.000030        -0.000       -0.000       3.831
292            37               22               0.001101          0.000030        -0.000       -0.000       3.389
292            37               23               0.001101          0.000030        0.000       0.000       6.075
292            37               24               0.001101          0.000030        0.000       0.000       4.181
292            37               25               0.001101          0.000030        -0.000       -0.000       3.641
292            37               26               0.001101          0.000030        -0.000       0.000       3.927
292            37               27               0.001101          0.000030        -0.000       -0.000       3.819
292            37               28               0.001101          0.000030        0.000       0.000       5.347
292            37               29               0.001101          0.000030        0.000       0.000       4.774
292            37               30               0.001101          0.000030        0.000       0.000       5.690
292            37               31               0.001101          0.000030        0.000       0.000       5.520
292            37               32               0.001101          0.000030        0.000       0.000       4.304
292            37               33               0.001101          0.000030        0.000       0.000       5.113
292            37               34               0.001101          0.000030        0.000       0.000       5.124
292            37               35               0.001101          0.000030        -10000.000       -10000.000       -10000.000
292            37               36               0.001101          0.000030        -10000.000       -10000.000       -10000.000
293            29               0               0.000848          0.000029        -0.000       -0.000       3.651
293            29               1               0.000848          0.000029        -0.000       -0.000       4.383
293            29               2               0.000848          0.000029        -0.000       -0.000       6.133
293            29               3               0.000848          0.000029        -0.000       -0.000       4.757
293            29               4               0.000848          0.000029        -0.000       -0.000       4.709
293            29               5               0.000848          0.000029        -0.000       -0.000       6.172
293            29               6               0.000848          0.000029        -0.000       -0.000       4.088
293            29               7               0.000848          0.000029        -0.000       -0.000       3.584
293            29               8               0.000848          0.000029        -0.000       -0.000       3.432
293            29               9               0.000848          0.000029        -0.000       -0.000       5.957
293            29               10               0.000848          0.000029        -0.000       -0.000       4.592
293            29               11               0.000848          0.000029        -0.000       -0.000       4.299
293            29               12               0.000848          0.000029        -0.000       -0.000       4.787
293            29               13               0.000848          0.000029        -0.000       -0.000       5.772
293            29               14               0.000848          0.000029        -0.000       -0.000       4.109
293            29               15               0.000848          0.000029        -0.000       -0.000       6.091
293            29               16               0.000848          0.000029        -0.000       -0.000       4.379
293            29               17               0.000848          0.000029        -0.000       -0.000       5.933
293            29               18               0.000848          0.000029        -0.000       -0.000       5.532
293            29               19               0.000848          0.000029        -0.000       -0.000       5.462
293            29               20               0.000848          0.000029        -0.000       -0.000       5.104
293            29               21               0.000848          0.000029        -0.000       -0.000       4.160
293            29               22               0.000848          0.000029        -0.000       -0.000       6.099
293            29               23               0.000848          0.000029        -0.000       -0.000       4.435
293            29               24               0.000848          0.000029        -0.000       -0.000       3.939
293            29               25               0.000848          0.000029        -0.000       -0.000       4.698
293            29               26               0.000848          0.000029        -0.000       -0.000       5.620
293            29               27               0.000848          0.000029        -0.000       -0.000       4.893
293            29               28               0.000848          0.000029        -0.000       -0.000       5.624
294            29               0               0.000890          0.000031        -0.000       -0.000       3.807
294            29               1               0.000890          0.000031        -0.000       -0.000       5.038
294            29               2               0.000890          0.000031        -0.000       0.000       3.373
294            29               3               0.000890          0.000031        -0.000       -0.000       4.270
294            29               4               0.000890          0.000031        -0.000       -0.000       5.107
294            29               5               0.000890          0.000031        -0.000       -0.000       5.247
294            29               6               0.000890          0.000031        -0.000       -0.000       5.186
294            29               7               0.000890          0.000031        -0.000       -0.000       4.805
294            29               8               0.000890          0.000031        -0.000       0.000       3.377
294            29               9               0.000890          0.000031        -0.000       -0.000       3.934
294            29               10               0.000890          0.000031        -0.000       -0.000       4.135
294            29               11               0.000890          0.000031        -0.000       -0.000       4.494
294            29               12               0.000890          0.000031        -0.000       -0.000       5.791
294            29               13               0.000890          0.000031        -0.000       -0.000       4.531
294            29               14               0.000890          0.000031        -0.000       -0.000       3.821
294            29               15               0.000890          0.000031        -0.000       -0.000       5.653
294            29               16               0.000890          0.000031        -0.000       -0.000       4.588
294            29               17               0.000890          0.000031        -0.000       -0.000       3.552
294            29               18               0.000890          0.000031        -0.000       -0.000       4.076
294            29               19               0.000890          0.000031        -0.000       -0.000       4.874
294            29               20               0.000890          0.000031        -0.000       -0.000       3.930
294            29               21               0.000890          0.000031        -0.000       -0.000       3.913
294            29               22               0.000890          0.000031        -0.000       -0.000       5.288
294            29               23               0.000890          0.000031        -0.000       -0.000       6.283
294            29               24               0.000890          0.000031        -0.000       -0.000       3.932
294            29               25               0.000890          0.000031        -0.000       -0.000       4.044
294            29               26               0.000890          0.000031        -0.000       -0.000       5.469
294            29               27               0.000890          0.000031        -10000.000       -10000.000       -10000.000
294            29               28               0.000890          0.000031        -10000.000       -10000.000       -10000.000
295            21               0               0.000488          0.000023        0.000       0.000       4.918
295            21               1               0.000488          0.000023        0.000       0.000       6.057
295            21               2               0.000488          0.000023        0.000       0.000       5.265
295            21               3               0.000488          0.000023        0.000       0.000       5.765
295            21               4               0.000488          0.000023        0.000       0.000       5.336
295            21               5               0.000488          0.000023        0.000       0.000       4.526
295            21               6               0.000488          0.000023        0.000       0.000       3.933
295            21               7               0.000488          0.000023        0.000       0.000       5.924
295            21               8               0.000488          0.000023        0.000       0.000       3.478
295            21               9               0.000488          0.000023        0.000       0.000       5.640
295            21               10               0.000488          0.000023        0.000       0.000       3.735
295            21               11               0.000488          0.000023        0.000       0.000       5.688
295            21               12               0.000488          0.000023        0.000       0.000       4.076
295            21               13               0.000488          0.000023        0.000       0.000       4.975
295            21               14               0.000488          0.000023        0.000       0.000       5.716
295            21               15               0.000488          0.000023        0.000       0.000       5.199
295            21               16               0.000488          0.000023        -10000.000       -10000.000       -10000.000
295            21               17               0.000488          0.000023        -10000.000       -10000.000       -10000.000
295            21               18               0.000488          0.000023        -10000.000       -10000.000       -10000.000
295            21               19               0.000488          0.000023        -10000.000       -10000.000       -10000.000
295            21               20               0.000488          0.000023        -10000.000       -10000.000       -10000.000
296            28               0               0.000718          0.000026        -0.000       -0.000       4.319
296            28               1               0.000718          0.000026        -0.000       -0.000       5.122
296            28               2               0.000718          0.000026        -0.000       -0.000       4.221
296            28               3               0.000718          0.000026        -0.000       -0.000       5.287
296            28               4               0.000718          0.000026        -0.000       -0.000       4.790
296            28               5               0.000718          0.000026        -0.000       -0.000       4.472
296            28               6               0.000718          0.000026        -0.000       -0.000       3.490
296            28               7               0.000718          0.000026        -0.000       -0.000       3.849
296            28               8               0.000718          0.000026        -0.000       -0.000       3.948
296            28               9               0.000718          0.000026        -0.000       -0.000       5.834
296            28               10               0.000718          0.000026        -0.000       -0.000       3.982
296            28               11               0.000718          0.000026        -0.000       -0.000       6.110
296            28               12               0.000718          0.000026        -0.000       -0.000       3.909
296            28               13               0.000718          0.000026        -0.000       -0.000       4.247
296            28               14               0.000718          0.000026        -0.000       -0.000       3.599
296            28               15               0.000718          0.000026        -0.000       -0.000       3.500
296            28               16               0.000718          0.000026        -0.000       -0.000       5.555
296            28               17               0.000718          0.000026        -0.000       -0.000       3.568
296            28               18               0.000718          0.000026        -0.000       -0.000       4.682
296            28               19               0.000718          0.000026        -0.000       -0.000       3.774
296            28               20               0.000718          0.000026        -0.000       -0.000       4.777
296            28               21               0.000718          0.000026        -0.000       -0.000       6.318
296            28               22               0.000718          0.000026        -0.000       -0.000       5.612
296            28               23               0.000718          0.000026        -0.000       -0.000       3.588
296            28               24               0.000718          0.000026        -0.000       -0.000       4.147
296            28               25               0.000718          0.000026        -10000.000       -10000.000       -10000.000
296            28               26               0.000718          0.000026        -10000.000       -10000.000       -10000.000
296            28               27               0.000718          0.000026        -10000.000       -10000.000       -10000.000
297            39               0               0.001045          0.000027        0.000       0.000       5.468
297            39               1               0.001045          0.000027        0.000       0.000       5.051
297            39               2               0.001045          0.000027        -0.000       0.000       3.420
297            39               3               0.001045          0.000027        0.000       0.000       4.808
297            39               4               0.001045          0.000027        0.000       0.000       6.026
297            39               5               0.001045          0.000027        0.000       0.000       5.682
297            39               6               0.001045          0.000027        0.000       0.000       5.648
297            39               7               0.001045          0.000027        0.000       0.000       6.175
297            39               8               0.001045          0.000027        0.000       0.000       4.519
297            39               9               0.001045          0.000027        0.000       0.000       5.727
297            39               10               0.001045          0.000027        0.000       0.000       4.129
297            39               11               0.001045          0.000027        0.000       0.000       6.228
297            39               12               0.001045          0.000027        -0.000       0.000       3.855
297            39               13               0.001045          0.000027        0.000       0.000       4.993
297            39               14               0.001045          0.000027        0.000       0.000       4.867
297            39               15               0.001045          0.000027        0.000       0.000       5.759
297            39               16               0.001045          0.000027        0.000       0.000       6.363
297            39               17               0.001045          0.000027        0.000       0.000       5.302
297            39               18               0.001045          0.000027        0.000       0.000       4.278
297            39               19               0.001045          0.000027        0.000       0.000       4.073
297            39               20               0.001045          0.000027        0.000       0.000       4.520
297            39               21               0.001045          0.000027        0.000       0.000       4.471
297            39               22               0.001045          0.000027        0.000       0.000       6.237
297            39               23               0.001045          0.000027        -0.000       0.000       3.397
297            39               24               0.001045          0.000027        0.000       0.000       5.483
297            39               25               0.001045          0.000027        0.000       0.000       4.498
297            39               26               0.001045          0.000027        0.000       0.000       4.273
297            39               27               0.001045          0.000027        0.000       0.000       5.832
297            39               28               0.001045          0.000027        0.000       0.000       4.010
297            39               29               0.001045          0.000027        -0.000       0.000       3.823
297            39               30               0.001045          0.000027        0.000       0.000       6.251
297            39               31               0.001045          0.000027        0.000       0.000       4.665
297            39               32               0.001045          0.000027        0.000       0.000       5.381
297            39               33               0.001045          0.000027        0.000       0.000       4.205
297            39               34               0.001045          0.000027        0.000       0.000       5.818
297            39               35               0.001045          0.000027        -0.000       0.000       3.911
297            39               36               0.001045          0.000027        0.000       0.000       5.508
297            39               37               0.001045          0.000027        0.000       0.000       5.977
297            39               38               0.001045          0.000027        -10000.000       -10000.000       -10000.000
298            22               0               0.000682          0.000031        0.000       0.000       4.394
298            22               1               0.000682          0.000031        0.000       0.000       4.015
298            22               2               0.000682          0.000031        0.000       0.000       5.313
298            22               3               0.000682          0.000031        0.000       0.000       4.175
298            22               4               0.000682          0.000031        0.000       0.000       3.824
298            22               5               0.000682          0.000031        0.000       0.000       4.044
298            22               6               0.000682          0.000031        0.000       0.000       3.528
298            22               7               0.000682          0.000031        0.000       0.000       4.258
298            22               8               0.000682          0.000031        0.000       0.000       5.872
298            22               9               0.000682          0.000031        0.000       0.000       5.773
298            22               10               0.000682          0.000031        0.000       0.000       5.577
298            22               11               0.000682          0.000031        0.000       0.000       4.799
298            22               12               0.000682          0.000031        0.000       0.000       6.045
298            22               13               0.000682          0.000031        0.000       0.000       5.225
298            22               14               0.000682          0.000031        0.000       0.000       4.425
298            22               15               0.000682          0.000031        0.000       0.000       3.743
298            22               16               0.000682          0.000031        0.000       0.000       6.354
298            22               17               0.000682          0.000031        0.000       0.000       3.449
298            22               18               0.000682          0.000031        0.000       0.000       4.501
298            22               19               0.000682          0.000031        0.000       0.000       4.625
298            22               20               0.000682          0.000031        0.000       0.000       4.111
298            22               21               0.000682          0.000031        0.000       0.000       4.152
299            20               0               0.000608          0.000030        -0.000       -0.000       4.483
299            20               1               0.000608          0.000030        -0.000       -0.000       3.604
299            20               2               0.000608          0.000030        -0.000       -0.000       6.259
299            20               3               0.000608          0.000030        -0.000       -0.000       4.379
299            20               4               0.000608          0.000030        -0.000       -0.000       4.731
299            20               5               0.000608          0.000030        -0.000       -0.000       3.920
299            20               6               0.000608          0.000030        -0.000       -0.000       6.289
299            20               7               0.000608          0.000030        -0.000       -0.000       4.941
299            20               8               0.000608          0.000030        -0.000       -0.000       5.306
299            20               9               0.000608          0.000030        -0.000       -0.000       5.878
299            20               10               0.000608          0.000030        -0.000       -0.000       5.962
299            20               11               0.000608          0.000030        -0.000       -0.000       3.661
299            20               12               0.000608          0.000030        -0.000       -0.000       4.522
299            20               13               0.000608          0.000030        -0.000       -0.000       3.868
299            20               14               0.000608          0.000030        -0.000       -0.000       3.810
299            20               15               0.000608          0.000030        -0.000       -0.000       4.219
299            20               16               0.000608          0.000030        -0.000       -0.000       5.127
299            20               17               0.000608          0.000030        -0.000       -0.000       5.415
299            20               18               0.000608          0.000030        -0.000       -0.000       5.340
299            20               19               0.000608          0.000030        -0.000       -0.000       4.468
300            15               0               0.000463          0.000031        0.000       -0.000       3.565
300            15               1               0.000463          0.000031        -0.000       -0.000       3.846
300            15               2               0.000463          0.000031        -0.000       -0.000       3.968
300            15               3               0.000463          0.000031        -0.000       -0.000       5.855
300            15               4               0.000463          0.000031        0.000       -0.000       3.567
300            15               5               0.000463          0.000031        -0.000       -0.000       5.096
300            15               6               0.000463          0.000031        -0.000       -0.000       4.222
300            15               7               0.000463          0.000031        0.000       -0.000       3.719
300            15               8               0.000463          0.000031        -0.000       -0.000       5.956
300            15               9               0.000463          0.000031        -0.000       -0.000       6.199
300            15               10               0.000463          0.000031        0.000       -0.000       3.724
300            15               11               0.000463          0.000031        -0.000       -0.000       5.157
300            15               12               0.000463          0.000031        -0.000       -0.000       4.966
300            15               13               0.000463          0.000031        -0.000       -0.000       3.938
300            15               14               0.000463          0.000031        -10000.000       -10000.000       -10000.000
301            50               0               0.001412          0.000028        0.000       0.000       5.459
301            50               1               0.001412          0.000028        0.000       -0.000       3.898
301            50               2               0.001412          0.000028        0.000       -0.000       3.589
301            50               3               0.001412          0.000028        0.000       -0.000       3.731
301            50               4               0.001412          0.000028        0.000       -0.000       3.927
301            50               5               0.001412          0.000028        0.000       -0.000       3.680
301            50               6               0.001412          0.000028        0.000       -0.000       3.729
301            50               7               0.001412          0.000028        0.000       0.000       6.199
301            50               8               0.001412          0.000028        0.000       -0.000       3.421
301            50               9               0.001412          0.000028        0.000       -0.000       3.598
301            50               10               0.001412          0.000028        0.000       -0.000       3.539
301            50               11               0.001412          0.000028        0.000       0.000       5.517
301            50               12               0.001412          0.000028        0.000       -0.000       3.669
301            50               13               0.001412          0.000028        0.000       -0.000       4.220
301            50               14               0.001412          0.000028        0.000       0.000       5.575
301            50               15               0.001412          0.000028        0.000       0.000       5.032
301            50               16               0.001412          0.000028        0.000       0.000       5.495
301            50               17               0.001412          0.000028        0.000       0.000       6.049
301            50               18               0.001412          0.000028        0.000       0.000       5.928
301            50               19               0.001412          0.000028        0.000       -0.000       4.399
301            50               20               0.001412          0.000028        0.000       -0.000       3.696
301            50               21               0.001412          0.000028        0.000       0.000       5.601
301            50               22               0.001412          0.000028        0.000       0.000       5.711
301            50               23               0.001412          0.000028        0.000       0.000       4.862
301            50               24               0.001412          0.000028        0.000       0.000       5.450
301            50               25               0.001412          0.000028        0.000       0.000       5.459
301            50               26               0.001412          0.000028        0.000       -0.000       4.188
301            50               27               0.001412          0.000028        0.000       -0.000       4.477
301            50               28               0.001412          0.000028        0.000       0.000       4.978
301            50               29               0.001412          0.000028        0.000       -0.000       4.365
301            50               30               0.001412          0.000028        0.000       -0.000       4.418
301            50               31               0.001412          0.000028        0.000       -0.000       3.568
301            50               32               0.001412          0.000028        0.000       -0.000       3.849
301            50               33               0.001412          0.000028        0.000       -0.000       3.701
301            50               34               0.001412          0.000028        0.000       0.000       5.849
301            50               35               0.001412          0.000028        0.000       0.000       5.839
301            50               36               0.001412          0.000028        0.000       -0.000       3.800
301            50               37               0.001412          0.000028        0.000       -0.000       3.801
301            50               38               0.001412          0.000028        0.000       -0.000       4.501
301            50               39               0.001412          0.000028        0.000       -0.000       3.408
301            50               40               0.001412          0.000028        0.000       0.000       6.270
301            50               41               0.001412          0.000028        0.000       0.000       5.898
301            50               42               0.001412          0.000028        0.000       0.000       5.648
301            50               43               0.001412          0.000028        0.000       0.000       5.187
301            50               44               0.001412          0.000028        0.000       -0.000       4.346
301            50               45               0.001412          0.000028        0.000       -0.000       3.581
301            50               46               0.001412          0.000028        0.000       -0.000       4.661
301            50               47               0.001412          0.000028        0.000       0.000       5.567
301            50               48               0.001412          0.000028        0.000       -0.000       4.467
301            50               49               0.001412          0.000028        0.000       0.000       5.182
302            10               0               0.000338          0.000034        -0.000       0.000       3.776
302            10               1               0.000338          0.000034        -0.000       0.000       5.546
302            10               2               0.000338          0.000034        -0.000       0.000       4.069
302            10               3               0.000338          0.000034        -0.000       0.000       4.973
302            10               4               0.000338          0.000034        -0.000       0.000       3.857
302            10               5               0.000338          0.000034        -0.000       0.000       5.705
302            10               6               0.000338          0.000034        -0.000       0.000       4.218
302            10               7               0.000338          0.000034        -0.000       0.000       4.653
302            10               8               0.000338          0.000034        -0.000       0.000       5.985
302            10               9               0.000338          0.000034        -0.000       0.000       6.325
303            28               0               0.000794          0.000028        0.003       0.002       4.041
303            28               1               0.000794          0.000028        0.001       0.001       4.041
303            28               2               0.000794          0.000028        0.001       0.001       4.041
303            28               3               0.000794          0.000028        0.006       0.005       4.041
303            28               4               0.000794          0.000028        0.002       0.002       4.041
303            28               5               0.000794          0.000028        0.009       0.008       4.041
303            28               6               0.000794          0.000028        0.005       0.004       4.041
303            28               7               0.000794          0.000028        0.002       0.002       4.041
303            28               8               0.000794          0.000028        0.002       0.002       4.041
303            28               9               0.000794          0.000028        0.005       0.004       4.041
303            28               10               0.000794          0.000028        0.005       0.004       4.041
303            28               11               0.000794          0.000028        0.003       0.003       4.041
303            28               12               0.000794          0.000028        0.009       0.008       4.041
303            28               13               0.000794          0.000028        0.001       0.000       4.041
303            28               14               0.000794          0.000028        0.005       0.004       4.041
303            28               15               0.000794          0.000028        0.006       0.005       4.041
303            28               16               0.000794          0.000028        0.008       0.007       4.041
303            28               17               0.000794          0.000028        0.003       0.002       4.041
303            28               18               0.000794          0.000028        0.003       0.002       4.041
303            28               19               0.000794          0.000028        0.003       0.002       4.041
303            28               20               0.000794          0.000028        0.005       0.004       4.041
303            28               21               0.000794          0.000028        0.003       0.002       4.041
303            28               22               0.000794          0.000028        0.008       0.006       4.041
303            28               23               0.000794          0.000028        0.006       0.005       4.041
303            28               24               0.000794          0.000028        0.005       0.004       4.041
303            28               25               0.000794          0.000028        0.003       0.002       4.041
303            28               26               0.000794          0.000028        -10000.000       -10000.000       -10000.000
303            28               27               0.000794          0.000028        -10000.000       -10000.000       -10000.000
304            50               0               0.001419          0.000028        -0.000       0.000       5.805
304            50               1               0.001419          0.000028        -0.000       0.000       4.950
304            50               2               0.001419          0.000028        -0.000       0.000       5.571
304            50               3               0.001419          0.000028        -0.000       0.000       6.129
304            50               4               0.001419          0.000028        -0.000       0.000       5.290
304            50               5               0.001419          0.000028        -0.000       0.000       3.612
304            50               6               0.001419          0.000028        -0.000       0.000       5.036
304            50               7               0.001419          0.000028        -0.000       0.000       5.005
304            50               8               0.001419          0.000028        -0.000       0.000       6.216
304            50               9               0.001419          0.000028        -0.000       0.000       5.359
304            50               10               0.001419          0.000028        -0.000       0.000       4.887
304            50               11               0.001419          0.000028        -0.000       0.000       5.928
304            50               12               0.001419          0.000028        -0.000       0.000       5.817
304            50               13               0.001419          0.000028        -0.000       0.000       4.117
304            50               14               0.001419          0.000028        -0.000       0.000       4.449
304            50               15               0.001419          0.000028        -0.000       0.000       5.326
